LAMMPS data file via write_data, version 2 Aug 2023, timestep = 0, units = metal

10752 atoms
1 atom types

0.1408916672023507 51.88109702658776 xlo xhi
0.21354805772561464 78.62809752726669 ylo yhi
0.5856149513048432 62.600367726161984 zlo zhi

Masses

1 91.224

Atoms # atomic

3 1 1.651969116046036 1.3962375226952735 3.16143656813373 0 0 0
7 1 4.899894769817802 1.3497727584248183 3.1618353361718974 0 0 0
8 1 3.2720038937884888 4.1750258485766505 3.1795719797742765 0 0 0
12 1 6.487429997941022 4.157919568095713 3.1899611997004227 0 0 0
5 1 3.256794691119075 0.41788910461271267 0.6121760274873548 0 0 0
6 1 4.881700351700898 3.2309126387084306 0.6146011828767713 0 0 0
9 1 6.506641289624588 0.4219287188855078 0.6061839846538252 0 0 0
11 1 8.131553590496976 1.3653990909375058 3.159392469238164 0 0 0
15 1 11.352203695036806 1.3334353321987535 3.202958488056347 0 0 0
16 1 9.7338748365572 4.174360710729154 3.177818344076023 0 0 0
14 1 11.338843756395079 3.2185903384191907 0.6098371226564686 0 0 0
2692 1 12.963560737751061 4.132299926059096 3.1623624397256456 0 0 0
10 1 8.106847385384322 3.214831511599587 0.6208320658353031 0 0 0
2745 1 12.985895683679551 0.43970883250393433 5.775892531501051 0 0 0
19 1 1.6315221494538386 6.9628305188283965 3.155626524010751 0 0 0
23 1 4.893706100711287 6.976063536682979 3.1583469097445933 0 0 0
24 1 3.2631787253595643 9.762843433596647 3.158009054684382 0 0 0
28 1 6.4858602162651104 9.775201263904359 3.1699236589484583 0 0 0
77 1 3.28499229734702 6.061038986339473 5.732339911453014 0 0 0
81 1 6.50220126746322 6.017440510775504 5.7584016387128045 0 0 0
21 1 3.2423657302941815 6.019713917579673 0.5991987707117519 0 0 0
160 1 9.740643274934092 15.341205528118447 13.499931556959464 0 0 0
25 1 6.496194731451597 6.012527015149083 0.6133759309188405 0 0 0
2708 1 12.97702196233211 9.74666453044669 3.1832449062768364 0 0 0
27 1 8.113538177837034 6.980198243068866 3.1752961525740595 0 0 0
31 1 11.36336108797798 6.966637329088043 3.17582369891386 0 0 0
32 1 9.738027348617692 9.775232819776921 3.1712616703467718 0 0 0
2836 1 12.956142079184984 15.350299455746192 13.519586921392865 0 0 0
2705 1 12.994754939680632 6.03834229102938 0.6145830927839221 0 0 0
35 1 1.6875137120408208 12.562916080449993 3.176456530410349 0 0 0
39 1 4.910201554655581 12.56050702906435 3.1707676233734547 0 0 0
152 1 3.2675521042851408 15.375634975423045 13.517620102902532 0 0 0
37 1 3.2702485609366647 11.633579673956918 0.5886392106966255 0 0 0
43 1 8.141303768311571 12.554512853648959 3.1843364233025366 0 0 0
47 1 11.375770522581053 12.543063346165821 3.177845084848805 0 0 0
46 1 11.344229223267174 14.443343022375664 0.6110461959761526 0 0 0
2721 1 12.970350639163456 11.635582127614322 0.5947858953738043 0 0 0
40 1 3.2551294416507814 15.369055163109861 3.168327246489384 0 0 0
44 1 6.498803794049952 15.368582438522774 3.1809830798004604 0 0 0
48 1 9.72944722033067 15.389257694143476 3.1891267756891852 0 0 0
2724 1 12.957901007965976 15.354254920837038 3.191034301052533 0 0 0
58 1 1.653746753794947 3.25551668848737 5.752616734200379 0 0 0
62 1 4.889196034848003 3.2226580131661007 5.776070711071085 0 0 0
59 1 1.6346541105102295 1.3911732326270672 8.360305223449144 0 0 0
63 1 4.895419505500913 1.3813489747477445 8.348060780595159 0 0 0
64 1 3.2644029311449514 4.1648509773734625 8.336944158050935 0 0 0
68 1 6.514252327698782 4.171088740523291 8.341204673210575 0 0 0
65 1 6.495414380358769 0.4411742643253838 5.74178957474493 0 0 0
117 1 3.265782642055989 0.44889580366970044 10.927183735231228 0 0 0
61 1 3.263409124341672 0.4603529400619327 5.791990640461942 0 0 0
66 1 8.111965504981747 3.231792692953095 5.768193167472499 0 0 0
70 1 11.340137364891309 3.2104176488753122 5.777569434485624 0 0 0
2748 1 12.965877336264642 4.16699786677371 8.370380490920404 0 0 0
67 1 8.12144594993633 1.3810412311465354 8.350283042988917 0 0 0
71 1 11.359457189694695 1.3852974086249379 8.356327279636526 0 0 0
72 1 9.750942071486886 4.181244687801445 8.356546872629751 0 0 0
69 1 9.715132911400419 0.44005820085080316 5.7654244431498345 0 0 0
74 1 1.6600094168759911 8.83216251134106 5.76061675185758 0 0 0
78 1 4.870469344020296 8.85556872412685 5.758310157857012 0 0 0
75 1 1.6637170948619346 6.96568051598628 8.32311065003506 0 0 0
79 1 4.8916565684112605 6.964763368901952 8.358678495750585 0 0 0
80 1 3.2636079575836168 9.785072177634364 8.35747087756751 0 0 0
84 1 6.518569146972721 9.773679086057292 8.356753752029986 0 0 0
86 1 11.35684461357196 8.816715519632401 5.775618859654256 0 0 0
85 1 9.719833751022131 6.0149126854851405 5.758066260379551 0 0 0
