Step,Time,Temp,Pressure,Volume,EnergyKinetic,EnergyPotential,EnergyTotal,EnergyTotalPerAtom,NoOfNeighbors,MinDist
110,0.0000,25.266913451355719644,322.31213655031581311,251605.31808377601556,35.1128186414618,-71331.9579652085,-71296.8451465671,-6.6278,15,2.5578
