Step,Time,Temp,Pressure,Volume,EnergyKinetic,EnergyPotential,EnergyTotal,EnergyTotalPerAtom,NoOfNeighbors,MinDist
1870,0.6198,24.384372329299740301,23.475174278946170148,251605.31808377601556,33.8863725849602,-71296.5001102144,-71262.6137376294,-6.6278,69,2.6637
1880,0.6267,24.2763760030829161,20.416225549625764302,251605.31808377601556,33.7362927018872,-71296.3500263271,-71262.6137336252,-6.6278,74,2.6873
1890,0.6339,24.20071647546306437,16.467490372941654186,251605.31808377601556,33.6311504858849,-71296.2448864962,-71262.6137360103,-6.6278,78,2.7168
1900,0.6417,24.15989998687859952,12.210295767212189233,251605.31808377601556,33.5744287986868,-71296.1881891839,-71262.6137603852,-6.6278,76,2.7224
1910,0.6495,24.135897152886748529,8.72880635313401676,251605.31808377601556,33.5410726407034,-71296.1548705912,-71262.6137979505,-6.6278,70,2.6944
1920,0.6567,24.095209370665433113,6.4272425736180371914,251605.31808377601556,33.484529813626,-71296.0983492465,-71262.6138194329,-6.6278,67,2.6791
1930,0.6637,24.01697777024919489,5.3065767651974224961,251605.31808377601556,33.3758132502541,-71295.9896358544,-71262.6138226042,-6.6278,71,2.6742
1940,0.6706,23.898009992349521724,4.9168840437907208596,251605.31808377601556,33.2104866060792,-71295.824292116,-71262.6138055099,-6.6278,68,2.6782
1950,0.6778,23.753651591120554798,4.6297497505343079283,251605.31808377601556,33.009875226637,-71295.6236428574,-71262.6137676308,-6.6278,70,2.6900
1960,0.6853,23.62189724972105509,3.8917782989293940865,251605.31808377601556,32.8267794043597,-71295.4404931163,-71262.613713712,-6.6278,64,2.6804
1970,0.6936,23.570736178289507734,2.1939482816875512938,251605.31808377601556,32.7556821005225,-71295.3693412693,-71262.6136591688,-6.6278,63,2.6731
1980,0.7030,23.701685451681314021,-1.1523197262069879709,251605.31808377601556,32.9376591392569,-71295.5513087625,-71262.6136496232,-6.6278,58,2.6474
1990,0.7125,24.050545803270157563,-6.5043763666484837316,251605.31808377601556,33.4224619340312,-71296.0361765126,-71262.6137145785,-6.6278,55,2.6246
2000,0.7213,24.504124767200320179,-12.729247390380676208,251605.31808377601556,34.0527896521644,-71296.6665905766,-71262.6138009244,-6.6278,51,2.6205
2010,0.7295,24.956029782317965982,-18.4798069366439357,251605.31808377601556,34.6807911241107,-71297.2946697171,-71262.613878593,-6.6278,44,2.6326
2020,0.7374,25.329743890393132233,-22.871650258555728641,251605.31808377601556,35.2001325832827,-71297.8140665891,-71262.6139340058,-6.6278,41,2.6581
2030,0.7451,25.576430118642100808,-25.435706079190460116,251605.31808377601556,35.5429464695347,-71298.1569076896,-71262.6139612201,-6.6278,39,2.6947
2040,0.7528,25.673303526824845733,-26.356277113113584676,251605.31808377601556,35.6775691023802,-71298.2915297365,-71262.6139606342,-6.6278,39,2.7343
2050,0.7607,25.617730764702088209,-25.999670926857771036,251605.31808377601556,35.600340978669,-71298.2142783734,-71262.6139373948,-6.6278,42,2.7088
2060,0.7690,25.417809993368145172,-25.263465123719537786,251605.31808377601556,35.3225159170514,-71297.9364085389,-71262.6138926218,-6.6278,41,2.6867
2070,0.7783,25.086089239406714313,-25.234829925670247519,251605.31808377601556,34.8615316066456,-71297.4753560482,-71262.6138244415,-6.6278,40,2.6433
2080,0.7883,24.691438727920147045,-26.466686999155545124,251605.31808377601556,34.3130953339181,-71296.9268534216,-71262.6137580877,-6.6278,43,2.6034
2090,0.7983,24.337872401001757083,-29.928222973037620136,251605.31808377601556,33.8217527590241,-71296.4354552009,-71262.6137024418,-6.6278,48,2.5871
2100,0.8083,24.093256728759644858,-36.905746834336113693,251605.31808377601556,33.4818162743865,-71296.095478965,-71262.6136626906,-6.6278,50,2.5940
2110,0.8183,24.000981305770331176,-46.102352002367929629,251605.31808377601556,33.35358335038,-71295.9672611231,-71262.6136777727,-6.6278,46,2.6214
2120,0.8278,24.043524706091222498,-54.512449152290294307,251605.31808377601556,33.4127048850595,-71296.0264298071,-71262.613724922,-6.6278,48,2.6615
2130,0.8371,24.164904651557698401,-61.537423055635798619,251605.31808377601556,33.581383660173,-71296.1951453978,-71262.6137617377,-6.6278,44,2.6879
2140,0.8460,24.316178462445794395,-66.495595616733993438,251605.31808377601556,33.7916052171963,-71296.4053870323,-71262.6137818151,-6.6278,45,2.5949
2150,0.8544,24.464970215724495262,-68.147535166975345078,251605.31808377601556,33.9983775187787,-71296.6121803484,-71262.6138028296,-6.6278,42,2.5165
2160,0.8625,24.597528460254668659,-65.30964309742853402,251605.31808377601556,34.1825905057975,-71296.7964052972,-71262.6138147914,-6.6278,39,2.4523
2170,0.8707,24.717072642743033839,-58.652879912737425627,251605.31808377601556,34.3487181654911,-71296.9624906072,-71262.6137724417,-6.6278,40,2.4095
2180,0.8791,24.872596784327654973,-52.896370904872959784,251605.31808377601556,34.5648463043057,-71297.1786047034,-71262.6137583991,-6.6278,39,2.4007
2190,0.8880,25.081778511578647795,-50.30976224166727917,251605.31808377601556,34.8555410924211,-71297.4693703955,-71262.6138293031,-6.6278,38,2.4310
2200,0.8975,25.284213641525798977,-46.887954863599802025,251605.31808377601556,35.1368602974035,-71297.7506849623,-71262.6138246649,-6.6278,31,2.4893
2210,0.9069,25.444553182634727762,-42.812451288521366166,251605.31808377601556,35.3596802804953,-71297.9734936355,-71262.613813355,-6.6278,28,2.5518
2220,0.9161,25.565664399098338322,-40.946957195169687793,251605.31808377601556,35.5279856094117,-71298.1418341138,-71262.6138485044,-6.6278,29,2.5852
2230,0.9256,25.612026928265400727,-41.731880537804592279,251605.31808377601556,35.592414495098,-71298.2063218074,-71262.6139073123,-6.6278,31,2.5166
2240,0.9355,25.514008914410531759,-43.368606358931842237,251605.31808377601556,35.4562012314278,-71298.0701365089,-71262.6139352774,-6.6278,30,2.4531
2250,0.9455,25.250314614399957946,-44.859369607702859639,251605.31808377601556,35.0897516391226,-71297.703600641,-71262.6138490018,-6.6278,34,2.4126
2260,0.9555,24.909237160052846605,-50.923065056806358086,251605.31808377601556,34.6157645484462,-71297.2295520321,-71262.6137874836,-6.6278,38,2.4132
2270,0.9655,24.561462602969587721,-61.699965714185083243,251605.31808377601556,34.1324706560407,-71296.7462278758,-71262.6137572198,-6.6278,37,2.4541
2280,0.9755,24.246289810032109813,-70.88840249522380077,251605.31808377601556,33.6944826469219,-71296.3081575132,-71262.6136748662,-6.6278,37,2.5168
2290,0.9855,24.041731272941259334,-75.015930175652812295,251605.31808377601556,33.4102125943782,-71296.0238408441,-71262.6136282497,-6.6278,39,2.4576
2300,0.9955,24.013271055434657342,-75.407090794718598659,251605.31808377601556,33.3706621183088,-71295.9842297858,-71262.6135676675,-6.6278,34,2.4151
2310,1.0055,24.220636005679793357,-78.266788326651422381,251605.31808377601556,33.6588321753508,-71296.2724539764,-71262.613621801,-6.6278,31,2.4179
2320,1.0155,24.60418433726828269,-82.762258409993819441,251605.31808377601556,34.1918400171368,-71296.8055951086,-71262.6137550914,-6.6278,29,2.4666
2330,1.0255,25.015861159518127721,-83.267984630732257756,251605.31808377601556,34.763937342217,-71297.3777612894,-71262.6138239472,-6.6278,27,2.5433
2340,1.0355,25.354780266432445757,-79.855896727224688902,251605.31808377601556,35.2349250296573,-71297.8488255983,-71262.6139005687,-6.6278,28,2.6343
2350,1.0455,25.535377805005317953,-74.53125232627886021,251605.31808377601556,35.485897061964,-71298.099851779,-71262.613954717,-6.6278,29,2.6747
2360,1.0555,25.506168643332340906,-68.695376190600555333,251605.31808377601556,35.4453057962968,-71298.0592352746,-71262.6139294783,-6.6278,30,2.6680
2370,1.0653,25.301019276141150982,-63.887242129879332708,251605.31808377601556,35.1602146814496,-71297.7740607697,-71262.6138460883,-6.6278,29,2.6694
2380,1.0745,25.031023564524236491,-61.62485772567296749,251605.31808377601556,34.7850081698103,-71297.3987779512,-71262.6137697813,-6.6278,29,2.6785
2390,1.0833,24.78062240803244265,-62.062230406806229155,251605.31808377601556,34.4370317376103,-71297.0507459221,-71262.6137141845,-6.6278,25,2.6946
2400,1.0920,24.604054837252004262,-64.897968070076757385,251605.31808377601556,34.1916600540957,-71296.8053419128,-71262.6136818587,-6.6278,28,2.7178
2410,1.1009,24.534930977672097185,-69.732703079103572463,251605.31808377601556,34.0956002979288,-71296.7092799988,-71262.6136797009,-6.6278,30,2.6849
2420,1.1102,24.582754452953420099,-75.996569970297045415,251605.31808377601556,34.1620594251028,-71296.775774151,-71262.6137147259,-6.6278,32,2.6466
2430,1.1200,24.724635635248180421,-82.60856476796399761,251605.31808377601556,34.359228273294,-71296.9730030993,-71262.613774826,-6.6278,30,2.6061
2440,1.1300,24.897933843750415406,-87.663948013289754613,251605.31808377601556,34.6000566031074,-71297.2138746227,-71262.6138180195,-6.6278,29,2.5683
2450,1.1400,25.049064366124969894,-90.033484927192077407,251605.31808377601556,34.8100790355483,-71297.4239140101,-71262.6138349745,-6.6278,27,2.5373
2460,1.1500,25.154386937390970758,-90.00677648016316823,251605.31808377601556,34.9564432660205,-71297.5702838954,-71262.6138406293,-6.6278,26,2.5166
2470,1.1600,25.207778365208973526,-89.426354371172990909,251605.31808377601556,35.0306400421955,-71297.6444761866,-71262.6138361444,-6.6278,28,2.5093
2480,1.1700,25.217327401254070907,-90.475034927200198354,251605.31808377601556,35.0439101066811,-71297.6577255075,-71262.6138154008,-6.6278,29,2.5165
2490,1.1800,25.207109038099584808,-93.874259432557721539,251605.31808377601556,35.0297098944966,-71297.6434983191,-71262.6137884246,-6.6278,26,2.5372
2500,1.1900,25.205386530466554973,-98.755201241621861641,251605.31808377601556,35.0273161672911,-71297.6410960353,-71262.613779868,-6.6278,24,2.5683
2510,1.2000,25.221638098400106287,-103.88733147368674281,251605.31808377601556,35.0499005782675,-71297.6636993351,-71262.6137987568,-6.6278,21,2.6060
2520,1.2100,25.239099000631206593,-108.17485835550628792,251605.31808377601556,35.0741655718741,-71297.6879892501,-71262.6138236783,-6.6278,18,2.6463
2530,1.2200,25.234223977357022051,-111.01503932792874707,251605.31808377601556,35.0673908699135,-71297.681223418,-71262.6138325481,-6.6278,20,2.6745
2540,1.2299,25.19780404916623695,-112.56579217271506366,251605.31808377601556,35.0167789763808,-71297.6306073335,-71262.6138283572,-6.6278,21,2.6512
2550,1.2399,25.13375502506621828,-113.1166213323256784,251605.31808377601556,34.9277715963652,-71297.5415944596,-71262.6138228633,-6.6278,22,2.6376
2560,1.2499,25.050440954934273918,-112.62324395140696254,251605.31808377601556,34.8119920477291,-71297.42580766,-71262.6138156123,-6.6278,22,2.6120
2570,1.2599,24.961580128961895042,-111.59101124767504132,251605.31808377601556,34.6885043066283,-71297.302299254,-71262.6137949473,-6.6278,20,2.5957
2580,1.2699,24.890750077474848467,-111.18019037720006281,251605.31808377601556,34.5900734968256,-71297.2038497306,-71262.6137762337,-6.6278,19,2.5955
2590,1.2799,24.857351007905055695,-111.87531432253541652,251605.31808377601556,34.5436596174709,-71297.1574377178,-71262.6137781004,-6.6278,18,2.5893
2600,1.2899,24.859872506046329477,-113.14215868060946946,251605.31808377601556,34.5471636824652,-71297.1609602758,-71262.6137965934,-6.6278,21,2.5722
2610,1.2999,24.879428977018314129,-113.99536276622418995,251605.31808377601556,34.5743408372779,-71297.1881556739,-71262.6138148366,-6.6278,22,2.5559
2620,1.3099,24.896036006343905456,-113.74077838172507882,251605.31808377601556,34.5974192243554,-71297.2112447133,-71262.613825489,-6.6278,22,2.5265
2630,1.3199,24.897794566142056993,-112.13620272125737642,251605.31808377601556,34.5998630523829,-71297.2136936285,-71262.6138305761,-6.6278,21,2.4719
2640,1.3299,24.884398261838953204,-109.9582541004516969,251605.31808377601556,34.5812465322304,-71297.1950536194,-71262.6138070871,-6.6278,16,2.4290
2650,1.3399,24.884580664960886054,-110.57771741126298082,251605.31808377601556,34.5815000134382,-71297.1952811583,-71262.6137811449,-6.6278,15,2.4136
2660,1.3499,24.918979971546466601,-115.8106112479733838,251605.31808377601556,34.6293038979869,-71297.2431288746,-71262.6138249766,-6.6278,15,2.4332
2670,1.3599,24.94764849838159293,-121.5423064991233133,251605.31808377601556,34.6691438564931,-71297.2829796737,-71262.6138358172,-6.6278,15,2.4772
2680,1.3699,24.950259013448057743,-125.07091279498604308,251605.31808377601556,34.6727716261558,-71297.2865874275,-71262.6138158014,-6.6278,17,2.4907
2690,1.3799,24.940134597652324544,-126.82921460209642817,251605.31808377601556,34.658701970344,-71297.2725053058,-71262.6138033354,-6.6278,20,2.5023
2700,1.3899,24.929834742105260403,-127.26615305459695549,251605.31808377601556,34.6443885101521,-71297.258186042,-71262.6137975319,-6.6278,20,2.5249
2710,1.3999,24.927901464812684651,-126.52717101957384216,251605.31808377601556,34.6417018814474,-71297.2554904464,-71262.6137885649,-6.6278,19,2.5116
2720,1.4099,24.946883405842456227,-124.92290914733574425,251605.31808377601556,34.6680806258922,-71297.281854538,-71262.6137739121,-6.6278,16,2.4769
2730,1.4199,25.003424755184695982,-123.10404652323043706,251605.31808377601556,34.7466547718408,-71297.3604252559,-71262.613770484,-6.6278,15,2.4604
2740,1.4299,25.099749741350095178,-121.83278916147752113,251605.31808377601556,34.8805152758703,-71297.4943148723,-71262.6137995964,-6.6278,16,2.4659
2750,1.4399,25.205281522911107572,-121.03381426488427053,251605.31808377601556,35.0271702408305,-71297.6410099488,-71262.613839708,-6.6278,17,2.4905
2760,1.4499,25.276507840770975122,-120.39841676143350924,251605.31808377601556,35.1261517324293,-71297.7400142798,-71262.6138625474,-6.6278,16,2.5264
2770,1.4599,25.285930891886497562,-120.18845565699568567,251605.31808377601556,35.1392467187047,-71297.75311255,-71262.6138658313,-6.6278,16,2.5658
2780,1.4699,25.228444042038379536,-120.79848078123447408,251605.31808377601556,35.0593586335664,-71297.6732103471,-71262.6138517136,-6.6278,16,2.5781
2790,1.4799,25.119349453262437066,-122.22588476960635262,251605.31808377601556,34.9077525215721,-71297.5215758206,-71262.613823299,-6.6278,17,2.5459
2800,1.4899,24.989708450352431157,-124.17552157779083188,251605.31808377601556,34.7275935546908,-71297.3413843641,-71262.6137908094,-6.6278,17,2.5194
2810,1.4999,24.875052253007464031,-126.47927122331292082,251605.31808377601556,34.5682586097541,-71297.1820268411,-71262.6137682314,-6.6278,19,2.5023
2820,1.5099,24.800909777005397672,-128.90583067658442928,251605.31808377601556,34.465224603701,-71297.0789881086,-71262.6137635049,-6.6278,18,2.4973
2830,1.5199,24.774093168260161946,-130.8814265178237406,251605.31808377601556,34.427958210983,-71297.0417325295,-71262.6137743185,-6.6278,18,2.5050
2840,1.5299,24.784182810998526492,-131.85757042350238066,251605.31808377601556,34.4419795435178,-71297.0557722472,-71262.6137927037,-6.6278,21,2.5234
2850,1.5399,24.811453934736931615,-131.84875451951975833,251605.31808377601556,34.4798775647311,-71297.0936896089,-71262.6138120442,-6.6278,23,2.5487
2860,1.5499,24.834731637076931321,-131.28731796727319647,251605.31808377601556,34.5122260247924,-71297.1260521793,-71262.6138261545,-6.6278,20,2.5773
2870,1.5599,24.839207962146225839,-130.50481505297423723,251605.31808377601556,34.5184466654988,-71297.1322731448,-71262.6138264793,-6.6278,19,2.5480
2880,1.5699,24.825088706323331422,-129.50241665378237599,251605.31808377601556,34.4988254771009,-71297.112636624,-71262.6138111469,-6.6278,16,2.5224
2890,1.5799,24.809265745679418558,-127.9875327000776366,251605.31808377601556,34.4768366913107,-71297.0906256225,-71262.6137889312,-6.6278,17,2.5042
2900,1.5899,24.816043054826824488,-126.03772355973286778,251605.31808377601556,34.48625495395,-71297.1000280523,-71262.6137730983,-6.6278,19,2.4961
2910,1.5999,24.86257884511845262,-124.26822149074253332,251605.31808377601556,34.5509246164315,-71297.1646986713,-71262.6137740549,-6.6278,18,2.4990
2920,1.6099,24.947352012469387716,-123.01923743836148617,251605.31808377601556,34.6687318371902,-71297.2825260491,-71262.6137942119,-6.6278,18,2.5111
2930,1.6199,25.048014137475028917,-122.08575349272560118,251605.31808377601556,34.8086195581892,-71297.4224437946,-71262.6138242364,-6.6278,18,2.5289
2940,1.6299,25.130851294944552166,-121.355231504056988,251605.31808377601556,34.9237363528305,-71297.537587516,-71262.6138511631,-6.6278,16,2.5483
2950,1.6399,25.165035028166581554,-120.99766712735286944,251605.31808377601556,34.9712406602888,-71297.585105486,-71262.6138648257,-6.6278,16,2.5659
2960,1.6499,25.135081884966254506,-121.29740939385438026,251605.31808377601556,34.9296155014834,-71297.5434724189,-71262.6138569174,-6.6278,18,2.5793
2970,1.6599,25.050083757030289888,-122.38391661548068612,251605.31808377601556,34.8114956584394,-71297.4253213184,-71262.61382566,-6.6278,16,2.5864
2980,1.6699,24.944440928123476908,-124.05950233837172902,251605.31808377601556,34.6646863736679,-71297.2784697677,-71262.6137833941,-6.6278,14,2.5632
2990,1.6799,24.864113092664286597,-125.86411758996469246,251605.31808377601556,34.5530567231461,-71297.166807637,-71262.6137509138,-6.6278,14,2.5407
3000,1.6899,24.844650741260174698,-127.30896720445643666,251605.31808377601556,34.526010364021,-71297.1397526589,-71262.6137422949,-6.6278,15,2.5202
3010,1.6999,24.89566200818951458,-128.06701430323101931,251605.31808377601556,34.5968994881639,-71297.2106583672,-71262.6137588791,-6.6278,16,2.5038
3020,1.7099,24.998508853078178049,-128.15572339360960541,251605.31808377601556,34.7398232615553,-71297.3536168635,-71262.6137936019,-6.6278,13,2.4934
3030,1.7199,25.113972039965574368,-127.9452999056901632,251605.31808377601556,34.9002796603453,-71297.5141148518,-71262.6138351915,-6.6278,12,2.4905
3040,1.7299,25.195467367706431361,-127.90162479277239527,251605.31808377601556,35.0135317466597,-71297.6274007715,-71262.6138690248,-6.6278,12,2.4912
3050,1.7399,25.205725472199880244,-128.47076806817798911,251605.31808377601556,35.0277871864219,-71297.6416683258,-71262.6138811393,-6.6278,11,2.4730
3060,1.7499,25.131657936885751781,-130.16590483841801529,251605.31808377601556,34.9248573236307,-71297.538725493,-71262.6138681694,-6.6278,12,2.4647
3070,1.7599,24.987919661645321412,-133.36547493011218535,251605.31808377601556,34.7251077182794,-71297.3389450004,-71262.6138372821,-6.6278,13,2.4689
3080,1.7699,24.809573499757519244,-137.81436791298006028,251605.31808377601556,34.4772643697112,-71297.091060432,-71262.6137960623,-6.6278,14,2.4841
3090,1.7799,24.642746412743093742,-142.66006564452320049,251605.31808377601556,34.2454288009506,-71296.8591838991,-71262.6137550982,-6.6278,12,2.5061
3100,1.7899,24.532615979210980584,-146.9059988033673676,251605.31808377601556,34.0923832005466,-71296.7061107823,-71262.6137275818,-6.6278,13,2.5298
3110,1.7999,24.50931124594593058,-149.69260946717022875,251605.31808377601556,34.0599971762623,-71296.6737191913,-71262.613722015,-6.6278,12,2.5512
3120,1.8099,24.57823347537668468,-150.50435833091279392,251605.31808377601556,34.1557767318866,-71296.7695177644,-71262.6137410325,-6.6278,12,2.5678
3130,1.8199,24.71724716125268273,-149.44716037137519038,251605.31808377601556,34.3489606896439,-71296.9627409125,-71262.6137802228,-6.6278,13,2.5783
3140,1.8299,24.882103513707150455,-147.26674236328577194,251605.31808377601556,34.5780575762411,-71297.1918844028,-71262.6138268265,-6.6278,13,2.5824
3150,1.8399,25.020867044160329584,-144.89965621255916517,251605.31808377601556,34.7708938990564,-71297.384757085,-71262.6138631859,-6.6278,15,2.5806
3160,1.8499,25.093349476258232755,-142.86459052226896915,251605.31808377601556,34.8716209822376,-71297.4854956762,-71262.613874694,-6.6278,15,2.5743
3170,1.8599,25.086993891757494168,-141.08073028305932439,251605.31808377601556,34.862788780142,-71297.4766462661,-71262.613857486,-6.6278,17,2.5651
3180,1.8699,25.021028360123771961,-139.28151294135204807,251605.31808377601556,34.77111807595,-71297.3849387871,-71262.6138207111,-6.6278,18,2.5549
3190,1.8799,24.936469375279276761,-137.53412333582252813,251605.31808377601556,34.6536084994413,-71297.2673902562,-71262.6137817568,-6.6278,19,2.5456
3200,1.8899,24.877081420053109184,-136.26610807802489944,251605.31808377601556,34.5710784941299,-71297.1848357848,-71262.6137572907,-6.6278,19,2.5388
3210,1.8999,24.870869600898529939,-135.81313663792727198,251605.31808377601556,34.5624460792594,-71297.1762019088,-71262.6137558296,-6.6278,21,2.5360
3220,1.9099,24.920275987272606955,-136.02870366692360449,251605.31808377601556,34.6311049397025,-71297.2448806513,-71262.6137757116,-6.6278,19,2.5378
3230,1.9199,25.003814388845629679,-136.39455435905423997,251605.31808377601556,34.7471962363176,-71297.3610030705,-71262.6138068341,-6.6278,18,2.5440
3240,1.9299,25.087392215122175543,-136.50725301162935921,251605.31808377601556,34.86334232049,-71297.4771765725,-71262.613834252,-6.6278,17,2.5538
3250,1.9399,25.140795836207068703,-136.37385676915150157,251605.31808377601556,34.9375560413531,-71297.5514010914,-71262.61384505,-6.6278,17,2.5655
3260,1.9499,25.151662013331993251,-136.26559969548239337,251605.31808377601556,34.9526565049474,-71297.566492613,-71262.613836108,-6.6278,15,2.5773
3270,1.9599,25.129142026930576748,-136.37006217337869884,251605.31808377601556,34.9213610244035,-71297.5351759562,-71262.6138149318,-6.6278,16,2.5873
3280,1.9699,25.096276476324035798,-136.66694869705722226,251605.31808377601556,34.8756885634509,-71297.4894817655,-71262.6137932021,-6.6278,16,2.5938
3290,1.9799,25.077201641213605399,-137.1012734799153634,251605.31808377601556,34.8491807263486,-71297.4629617093,-71262.6137809829,-6.6278,16,2.5955
3300,1.9899,25.085490778056328764,-137.73259266398818568,251605.31808377601556,34.8606999393784,-71297.474484402,-71262.6137844626,-6.6278,13,2.5914
3310,1.9999,25.117023990106325471,-138.65761867166915522,251605.31808377601556,34.9045208816564,-71297.5183247572,-71262.6138038756,-6.6278,11,2.5813
3320,2.0099,25.150059678856390377,-139.82565467793426706,251605.31808377601556,34.9504297794729,-71297.5642611495,-71262.61383137,-6.6278,12,2.5661
3330,2.0199,25.154293279321294108,-141.03871745030966167,251605.31808377601556,34.9563131116658,-71297.5701662249,-71262.6138531133,-6.6278,12,2.5471
3340,2.0299,25.106124664848280759,-142.08860766799043063,251605.31808377601556,34.889374352903,-71297.503230894,-71262.6138565411,-6.6278,15,2.5267
3350,2.0399,25.002386311473959069,-142.8411287436123871,251605.31808377601556,34.7452116717267,-71297.3590489773,-71262.6138373056,-6.6278,15,2.5080
3360,2.0499,24.865051097926311741,-143.24514871352360501,251605.31808377601556,34.5543602463768,-71297.1681619081,-71262.6138016617,-6.6278,16,2.4943
3370,2.0599,24.734085277511475454,-143.32593667386638003,251605.31808377601556,34.3723602126445,-71296.9861248354,-71262.6137646227,-6.6278,16,2.4885
3380,2.0699,24.650824979813222626,-143.16542139043340853,251605.31808377601556,34.2566553902593,-71296.8703980921,-71262.6137427019,-6.6278,16,2.4920
3390,2.0799,24.639956452263358955,-142.9147190603708566,251605.31808377601556,34.2415516603362,-71296.8552962993,-71262.6137446389,-6.6278,16,2.5038
3400,2.0899,24.699551305098058407,-142.7884914982151372,251605.31808377601556,34.3243691862512,-71296.9381384499,-71262.6137692637,-6.6278,18,2.5215
3410,2.0999,24.802098174398871322,-142.98038982160207411,251605.31808377601556,34.4668760908219,-71297.0806837099,-71262.6138076191,-6.6278,18,2.5419
3420,2.1099,24.904580053241996751,-143.50685252969716998,251605.31808377601556,34.6092926797252,-71297.2231384015,-71262.6138457217,-6.6278,18,2.5623
3430,2.1199,24.964243779943203094,-144.20659414257403341,251605.31808377601556,34.692205917987,-71297.3060749429,-71262.6138690249,-6.6278,18,2.5806
3440,2.1299,24.954999752142644098,-144.8523616636332747,251605.31808377601556,34.6793597160834,-71297.2932272029,-71262.6138674868,-6.6278,16,2.5951
3450,2.1399,24.878647449907159483,-145.16320302808850329,251605.31808377601556,34.5732547679497,-71297.1870945369,-71262.6138397689,-6.6278,14,2.6012
3460,2.1499,24.766121500611777861,-144.71667949919591933,251605.31808377601556,34.4168801772157,-71297.0306756109,-71262.6137954337,-6.6278,12,2.6031
3470,2.1599,24.666681293940225572,-143.09926947984882872,251605.31808377601556,34.2786905265784,-71296.892442677,-71262.6137521504,-6.6278,13,2.6016
3480,2.1699,24.628413261246510757,-140.27685791053826847,251605.31808377601556,34.2255103669072,-71296.8392379434,-71262.6137275765,-6.6278,12,2.6000
3490,2.1799,24.678703862313405182,-136.75020746756129597,251605.31808377601556,34.2953979991276,-71296.9091293714,-71262.6137313723,-6.6278,14,2.5886
3500,2.1899,24.813273334016187732,-133.32727903731895935,251605.31808377601556,34.4824059399144,-71297.0961682293,-71262.6137622894,-6.6278,15,2.5744
3510,2.1999,24.997368774309308037,-130.73954330751485031,251605.31808377601556,34.7382389216586,-71297.3520484635,-71262.6138095418,-6.6278,15,2.5592
3520,2.2099,25.17789545615890745,-129.40543186745125581,251605.31808377601556,34.9891124860903,-71297.6029688426,-71262.6138563565,-6.6278,15,2.5451
3530,2.2199,25.302213974618069869,-129.45226571365580526,251605.31808377601556,35.1618749250339,-71297.7757610842,-71262.6138861592,-6.6278,15,2.5344
3540,2.2299,25.336674521817190708,-130.77526629954843429,251605.31808377601556,35.2097639141824,-71297.8236530232,-71262.6138891091,-6.6278,17,2.5290
3550,2.2399,25.277735061054862342,-133.01887214004048587,251605.31808377601556,35.1278571707823,-71297.7417224865,-71262.6138653158,-6.6278,17,2.5303
3560,2.2499,25.151991269002540008,-135.54649518604676928,251605.31808377601556,34.953114063591,-71297.5669379046,-71262.613823841,-6.6278,17,2.5384
3570,2.2599,25.005947230582009411,-137.64921372613400763,251605.31808377601556,34.7501601949042,-71297.3639398694,-71262.6137796745,-6.6278,17,2.5526
3580,2.2699,24.889080354569742326,-138.95613322204408746,251605.31808377601556,34.5877531232802,-71297.201502093,-71262.6137489697,-6.6278,17,2.5713
3590,2.2799,24.835790111025243476,-139.60690691057402546,251605.31808377601556,34.5136969604433,-71297.127439741,-71262.6137427806,-6.6278,16,2.5923
3600,2.2899,24.853110656192445305,-140.03667977098481856,251605.31808377601556,34.5377669032323,-71297.1515292736,-71262.6137623703,-6.6278,15,2.6137
3610,2.2999,24.919274272856956287,-140.6445227061498997,251605.31808377601556,34.6297128814016,-71297.2435117278,-71262.6137988464,-6.6278,14,2.6334
3620,2.3099,24.993526045375169531,-141.65634644851607504,251605.31808377601556,34.7328987741803,-71297.346736073,-71262.6138372988,-6.6278,12,2.6495
3630,2.3199,25.032695610278580034,-143.1774353555769892,251605.31808377601556,34.7873317713632,-71297.4011948748,-71262.6138631034,-6.6278,12,2.6604
3640,2.3299,25.007633018486629339,-145.23210862472302551,251605.31808377601556,34.752502893591,-71297.366369982,-71262.6138670884,-6.6278,12,2.6580
3650,2.3399,24.91367836985422457,-147.66378373105396804,251605.31808377601556,34.6219363903138,-71297.2357842222,-71262.6138478319,-6.6278,13,2.6579
3660,2.3499,24.772326969820003484,-150.03946438086634885,251605.31808377601556,34.4255037677193,-71297.0393154669,-71262.6138116992,-6.6278,13,2.6517
3670,2.3599,24.62397484652494839,-151.76724542604992507,251605.31808377601556,34.2193424092944,-71296.8331135629,-71262.6137711536,-6.6278,13,2.6352
3680,2.3699,24.51388733970867051,-152.35178863072982836,251605.31808377601556,34.0663564631094,-71296.680097233,-71262.6137407699,-6.6278,13,2.6139
3690,2.3799,24.476072821013811875,-151.56103348262556096,251605.31808377601556,34.013806540876,-71296.6275377501,-71262.6137312092,-6.6278,14,2.5896
3700,2.3899,24.521602173474381203,-149.40383551698633369,251605.31808377601556,34.0770775810404,-71296.6908218447,-71262.6137442637,-6.6278,15,2.5645
3710,2.3999,24.636548164140819495,-146.0529139540541621,251605.31808377601556,34.2368152447485,-71296.8505878363,-71262.6137725915,-6.6278,15,2.5411
3720,2.4099,24.789840120945306978,-141.86704095163042894,251605.31808377601556,34.4498413703508,-71297.0636455436,-71262.6138041732,-6.6278,18,2.5221
