Step,Time,Temp,Pressure,Volume,EnergyKinetic,EnergyPotential,EnergyTotal,EnergyTotAtom
11200,11.2000,10.057603341109029316,-149.29876250650795555,251388.35631651812582,13.9768081591768,-71314.5163536568,-71300.5395454976,-6.6340
11300,11.3000,9.8874177545230423902,-154.43692930184030843,251388.35631651812582,13.7403053647738,-71314.2798334499,-71300.5395280851,-6.6340
11400,11.4000,10.03322610903355816,-148.71042877323264975,251388.35631651812582,13.9429317092299,-71314.4824865048,-71300.5395547956,-6.6340
11500,11.5000,10.224222634706517709,-143.57259341756011395,251388.35631651812582,14.2083549624506,-71314.7479326977,-71300.5395777352,-6.6340
11600,11.6000,9.8909122779533706904,-153.79184550184555746,251388.35631651812582,13.7451616194835,-71314.2846901525,-71300.539528533,-6.6340
11700,11.7000,9.9758334483178678909,-150.23022227549810736,251388.35631651812582,13.8631745164513,-71314.402705273,-71300.5395307565,-6.6340
11800,11.8000,9.8863665189002531974,-153.43407788243254686,251388.35631651812582,13.7388444880488,-71314.2783718428,-71300.5395273548,-6.6340
11900,11.9000,10.120005011984016363,-146.03349408827753564,251388.35631651812582,14.0635262522504,-71314.6030881822,-71300.53956193,-6.6340
12000,12.0000,10.113293033078084804,-149.02434419748266237,251388.35631651812582,14.0541987774679,-71314.5937692318,-71300.5395704543,-6.6340
12100,12.1000,9.9884243097245928311,-151.02291590082708694,251388.35631651812582,13.8806717320872,-71314.4202201458,-71300.5395484138,-6.6340
12200,12.2000,10.09610917507773209,-148.86735982725653571,251388.35631651812582,14.0303187855295,-71314.5698810338,-71300.5395622483,-6.6340
12300,12.3000,9.9716795748712865333,-151.81347982462841628,251388.35631651812582,13.8574019789678,-71314.3969470706,-71300.5395450916,-6.6340
12400,12.4000,9.978725451576169192,-150.96774644992876802,251388.35631651812582,13.8671934634475,-71314.4067402281,-71300.5395467646,-6.6340
12500,12.5000,10.211341584282806139,-146.27419938234191932,251388.35631651812582,14.1904544781548,-71314.7300364705,-71300.5395819923,-6.6340
12600,12.6000,9.9970883908599734724,-151.9598665035289855,251388.35631651812582,13.892711996134,-71314.4322667362,-71300.53955474,-6.6340
12700,12.7000,10.084265887313593524,-146.95545998866174386,251388.35631651812582,14.0138604549074,-71314.5534200315,-71300.5395595766,-6.6340
12800,12.8000,10.077457226412414926,-148.42297036759146067,251388.35631651812582,14.004398623494,-71314.5439552041,-71300.5395565806,-6.6340
12900,12.9000,9.95788671163517769,-151.84144588964608147,251388.35631651812582,13.8382343704553,-71314.3777707344,-71300.539536364,-6.6340
13000,13.0000,10.035344531987462346,-147.72762199711462472,251388.35631651812582,13.9458756303831,-71314.4854083935,-71300.5395327631,-6.6340
13100,13.1000,9.7718492767365692231,-157.10004412362906123,251388.35631651812582,13.5797026457674,-71314.1192006228,-71300.539497977,-6.6340
13200,13.2000,10.115115372728830323,-145.33126473542094459,251388.35631651812582,14.0567312388143,-71314.5962802429,-71300.5395490041,-6.6340
13300,13.3000,9.9825616015741367448,-152.70152082809835292,251388.35631651812582,13.8725244683373,-71314.4120669502,-71300.5395424818,-6.6340
13400,13.4000,9.9301061642158003906,-152.56763586049646619,251388.35631651812582,13.7996284154709,-71314.3391520695,-71300.539523654,-6.6340
13500,13.5000,9.9113601420689860788,-153.49153547962043831,251388.35631651812582,13.773577521793,-71314.3130971791,-71300.5395196573,-6.6340
13600,13.6000,9.9942650649519233497,-150.36039631271361827,251388.35631651812582,13.8887884883908,-71314.4283286644,-71300.539540176,-6.6340
13700,13.7000,10.136487849515431137,-145.44756564542078081,251388.35631651812582,14.0864320529946,-71314.6259877413,-71300.5395556883,-6.6340
13800,13.8000,9.8343765503699867025,-156.35996863035339288,251388.35631651812582,13.6665952859572,-71314.2061222756,-71300.5395269896,-6.6340
13900,13.9000,10.158024738166103518,-145.00876100699031213,251388.35631651812582,14.1163613463667,-71314.6559171741,-71300.5395558277,-6.6340
14000,14.0000,9.7055650507081026035,-159.21223904042915365,251388.35631651812582,13.4875890596815,-71314.0270867344,-71300.5394976747,-6.6340
14100,14.1000,10.013869321463628737,-150.40796178349154388,251388.35631651812582,13.9160320496125,-71314.4555670236,-71300.539534974,-6.6340
14200,14.2000,10.054122055068447139,-147.65159496936337291,251388.35631651812582,13.9719703001475,-71314.5115184989,-71300.5395481988,-6.6340
14300,14.3000,9.9915113442972049995,-151.27694803681183089,251388.35631651812582,13.8849617093849,-71314.4245021495,-71300.5395404401,-6.6340
14400,14.4000,10.039033732807210342,-149.91109446809682026,251388.35631651812582,13.9510024235534,-71314.4905464532,-71300.5395440297,-6.6340
14500,14.5000,9.9095145993870268342,-151.07976691867412455,251388.35631651812582,13.7710128157551,-71314.3105308482,-71300.5395180325,-6.6340
14600,14.6000,9.9312416014878461823,-152.16332730377143889,251388.35631651812582,13.8012063051917,-71314.3407265226,-71300.5395202174,-6.6340
14700,14.7000,10.03396843818976869,-147.4716414137120637,251388.35631651812582,13.943963306108,-71314.4834921371,-71300.539528831,-6.6340
14800,14.8000,9.738746192326122042,-157.44603253066242132,251388.35631651812582,13.5337000898314,-71314.0732012909,-71300.539501201,-6.6340
14900,14.9000,10.175980205340355411,-146.40344950586057848,251388.35631651812582,14.1413136249157,-71314.6808787701,-71300.5395651452,-6.6340
15000,15.0000,10.075721982464575177,-148.21999426712349646,251388.35631651812582,14.0019871969398,-71314.5415448068,-71300.5395576099,-6.6340
15100,15.1000,9.8704684572563046174,-152.98792557352089716,251388.35631651812582,13.7167513362149,-71314.2562713912,-71300.5395200549,-6.6340
15200,15.2000,10.05580693045850893,-148.34214115200626338,251388.35631651812582,13.9743117307349,-71314.5138516208,-71300.5395398901,-6.6340
15300,15.3000,9.947661987947832074,-151.32404204161770167,251388.35631651812582,13.8240253191921,-71314.3635640479,-71300.5395387287,-6.6340
15400,15.4000,10.003762105762238122,-150.45835508431071048,251388.35631651812582,13.9019862963559,-71314.4415280024,-71300.5395417061,-6.6340
15500,15.5000,9.9035282265877810914,-154.38465445469148563,251388.35631651812582,13.7626936982331,-71314.302219145,-71300.5395254468,-6.6340
15600,15.6000,10.035469121472328169,-149.40646216853741635,251388.35631651812582,13.9460487693775,-71314.4856022032,-71300.5395534338,-6.6340
15700,15.7000,10.199344607143729036,-143.9872666658620517,251388.35631651812582,14.1737825691248,-71314.7133538071,-71300.539571238,-6.6340
15800,15.8000,9.7558245522100897063,-159.71822265016459141,251388.35631651812582,13.5574334735885,-71314.0969522174,-71300.5395187438,-6.6340
15900,15.9000,10.195257921839811388,-143.1201516741689943,251388.35631651812582,14.1681034013785,-71314.7076623713,-71300.5395589699,-6.6340
16000,16.0000,9.8718373928830391861,-156.7747854248260353,251388.35631651812582,13.718653712953,-71314.2581869219,-71300.539533209,-6.6340
16100,16.1000,10.188042945956198082,-145.09190930897989347,251388.35631651812582,14.1580769238591,-71314.6976472797,-71300.5395703558,-6.6340
16200,16.2000,9.9906423667270178868,-152.29353998017134586,251388.35631651812582,13.8837541122685,-71314.4233066685,-71300.5395525562,-6.6340
16300,16.3000,9.9908399760466934936,-151.48920774303599046,251388.35631651812582,13.8840287251616,-71314.4235757436,-71300.5395470185,-6.6340
16400,16.4000,10.060287904728062003,-148.99276358848766222,251388.35631651812582,13.9805388323224,-71314.5200973774,-71300.5395585451,-6.6340
16500,16.5000,10.126355525265118729,-148.10377846376303523,251388.35631651812582,14.0723514069947,-71314.6119247751,-71300.5395733681,-6.6340
