Potential,A1X,A2Y,A3Z,TotalEnergy,NumberOfAtoms,LatticeConstant,CohesiveEnergy,PressureX,PressureY,PressureZ,Volume,Mass,Density
M2R,1.005372385084055,1.7413562502206767,1.6281690032327805,-71328.3350637104,10752,3.21855470835327,-6.63395973434807,3851.96304674203,3851.89137762248,-7703.85442442577,251388.356316518,980840.448000001,3.90169402581655
