Step,Time,Temp,Pressure,Volume,EnergyKinetic,EnergyPotential,EnergyTotal,EnergyTotAtom
200000,200.0000,9.9395290484041822765,-148.93002675951089486,251388.35631651812582,13.8127231697717,-71314.4471183568,-71300.634395187,-6.6314
200100,200.1000,9.840866435393193612,-152.25187325843339181,251388.35636882972904,13.6756141222414,-71314.3111677218,-71300.6355535996,-6.6314
200200,200.2000,9.9592023023978981655,-150.53675720837640029,251388.35629549034638,13.8400626151258,-71314.4791440842,-71300.6390814691,-6.6314
200300,200.3000,10.158277182792323501,-145.00471718016933664,251388.35603260583594,14.1167121625593,-71314.7616485659,-71300.6449364034,-6.6314
200400,200.4000,9.9024735020835077393,-150.83422101886242217,251388.35584237420699,13.7612279730939,-71314.4142815268,-71300.6530535537,-6.6314
200500,200.5000,10.031762591662420903,-145.51103484805852872,251388.35570161536452,13.9408978945287,-71314.6044401059,-71300.6635422114,-6.6314
200600,200.6000,10.048982112026513036,-145.68774551590487931,251388.3558415438747,13.9648274455917,-71314.6411686387,-71300.6763411931,-6.6314
200700,200.7000,9.9154715350052047285,-149.08940073953306182,251388.3560991002887,13.7792910251384,-71314.4707033219,-71300.6914122968,-6.6314
200800,200.8000,9.9183242854150996948,-145.57383959206708823,251388.35652445242158,13.7832554234004,-71314.4920544804,-71300.708799057,-6.6314
200900,200.9000,10.054699842437264223,-139.38448197667065642,251388.35752658214187,13.9727732372824,-71314.7012807956,-71300.7285075583,-6.6314
201000,201.0000,9.9912050620697847592,-141.93676932022802362,251388.35941722549614,13.8845360763797,-71314.6349958396,-71300.7504597632,-6.6314
201100,201.1000,9.9938151325361594957,-139.47731844607147877,251388.36224199717981,13.8881632281924,-71314.6628351157,-71300.7746718875,-6.6314
201200,201.2000,10.028019529784545583,-134.5926481276983111,251388.36629611533135,13.9356962519484,-71314.7368306669,-71300.801134415,-6.6314
201300,201.3000,9.8771363002838885592,-137.96819410052603416,251388.37189558357932,13.7260174764345,-71314.5558246364,-71300.82980716,-6.6314
201400,201.4000,9.9438331337103438301,-133.58052481637852793,251388.37915781096672,13.8187044530442,-71314.6794307141,-71300.860726261,-6.6314
201500,201.5000,10.087940709162412034,-128.36151304376281246,251388.38851144397631,14.0189672659695,-71314.9128398913,-71300.8938726253,-6.6314
201600,201.6000,10.191779498264159187,-122.72476766897329981,251388.40009917353746,14.1632695202475,-71315.0924302229,-71300.9291607026,-6.6314
201700,201.7000,9.8963049548497199481,-126.70330120003325192,251388.4143868246465,13.7526556921654,-71314.7191949465,-71300.9665392543,-6.6314
201800,201.8000,9.9637320372884889963,-122.81193206541905738,251388.43170420109527,13.8463574781692,-71314.8524719176,-71301.0061144394,-6.6314
201900,201.9000,10.144617283403798425,-114.23147540675785194,251388.45235632633558,14.0977293306905,-71315.1455334406,-71301.0478041099,-6.6314
202000,202.0000,9.9936601655133809885,-115.89923175946709932,251388.47695022248081,13.8879478742681,-71314.979481118,-71301.0915332438,-6.6314
202100,202.1000,9.8750660852254270594,-114.85265609091413808,251388.50571128397132,13.7231405486279,-71314.8604466432,-71301.1373060945,-6.6314
202200,202.2000,9.9714254768431942466,-105.91074341690989513,251388.53910860407632,13.8570488650825,-71315.0421962074,-71301.1851473423,-6.6314
202300,202.3000,9.8800991891713021431,-107.06659250916870008,251388.57791441603331,13.7301349314755,-71314.9651011125,-71301.234966181,-6.6314
202400,202.4000,9.9614597007466869627,-100.91163181569591245,251388.62230123972404,13.8431996670247,-71315.129969526,-71301.2867698589,-6.6314
202500,202.5000,9.9244834318909909143,-96.730924558546831804,251388.67284700559685,13.791814640323,-71315.1323127031,-71301.3404980628,-6.6314
202600,202.6000,9.8861397871145939575,-94.060537807763594742,251388.73005929132341,13.7385294043689,-71315.134646554,-71301.3961171496,-6.6314
202700,202.7000,9.8423529311824964338,-91.425747066387799578,251388.79439093792462,13.6776798694946,-71315.1312674472,-71301.4535875777,-6.6314
202800,202.8000,9.8194093598259595268,-85.593965490713316058,251388.86629806438577,13.6457957431814,-71315.1587000802,-71301.512904337,-6.6314
202900,202.9000,9.9815952948628190455,-77.503713068126415919,251388.94644062963198,13.871181615267,-71315.4452115313,-71301.574029916,-6.6314
203000,203.0000,9.8968847532345058937,-76.124684784756453837,251389.03545339236734,13.7534614239606,-71315.3903508774,-71301.6368894534,-6.6314
203100,203.1000,9.9549280508920823252,-68.942041639506939532,251389.13388563145418,13.8341227911643,-71315.5356010268,-71301.7014782357,-6.6314
203200,203.2000,9.9327180419859271154,-63.720299580478176438,251389.24242162590963,13.8032580788499,-71315.5709829606,-71301.7677248817,-6.6314
203300,203.3000,9.8896378539809290942,-60.629872896258710568,251389.3616170338646,13.7433905833059,-71315.5789650602,-71301.8355744769,-6.6314
203400,203.4000,9.6696312366872287924,-63.2891432651597583,251389.49207976821344,13.437652707256,-71315.3426565398,-71301.9050038325,-6.6314
203500,203.5000,9.9102470418874943903,-47.591032342996214766,251389.63409027335001,13.7720306733868,-71315.7480809421,-71301.9760502687,-6.6314
203600,203.6000,9.8024913871072687499,-47.17375421066802943,251389.78891835181275,13.6222852455895,-71315.6708480956,-71302.0485628501,-6.6314
203700,203.7000,9.8653734171356415317,-39.086859787139609068,251389.95696531288559,13.7096708821629,-71315.8322157617,-71302.1225448796,-6.6314
203800,203.8000,9.7769600078002216748,-39.641293196705369439,251390.13898646770394,13.5868049051434,-71315.7847326927,-71302.1979277875,-6.6314
203900,203.9000,9.8426540337119696744,-30.275360686462651216,251390.33517346697045,13.6780983043989,-71315.9527541329,-71302.2746558285,-6.6314
